start_date,recipient_last_name,recipient_first_name,corp_id,display_name,first_name,last_name,what_is_your_grade_level,would_you_like_to_be_a_mentor_or_a_mentee,would_you_prefer_a_mentee_within_your_business_unit_group,what_are_your_strongest_skills_please_choose_your_top_3,what_topics_are_you_knowledgeable_on_please_choose_your_top_3,which_expectations_can_you_help_fulfill_please_choose_your_top_3,do_you_prefer_2_2_or_would_you_be_comfortable_mentoring_more_than_one_person,would_you_consider_yourself_an_extrovert_or_an_introvert,which_personality_type_would_you_prefer_to_be_paired_with,which_of_the_following_best_describes_you_as_a_person,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentor_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here,would_you_prefer_a_mentor_with_your_current_job_role_or_one_above,what_skills_would_you_like_to_improve_please_choose_your_top_3,what_topics_are_you_interested_in_please_choose_your_top_3,what_are_your_expectations_for_this_program_please_choose_your_top_3,would_you_consider_yourself_an_extrovert_or_an_introvert_2,which_personality_type_would_you_prefer_to_be_paired_with_2,which_of_the_following_best_describes_you_as_a_person_2,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentee_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here_2,affiliation_group,affiliation_unit,source_year
45435.641724537039,Last0592,First0592,CID0592,PERSON_0592,First0592,Last0592,Grade 5,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,methodfield termagc","termalt termctu,termanz optionmodel,termdzz termajf/skillmodel","termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx,termcay termdta-termahf termcyv termddb",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,"termajp termark termcfj termdvx termdch termdxu termdea termbev termbla termdvf effortapproach impactchoice termbro.  termbec termbut termamd contextfield termcbn termdvf effortapproach termanz termebb termbev termdvf termark termcbw termdwo.  termbec termaoa termdvx methodmatch effortapproach termcns termalg termdxu resulttopic termcdn learngroup termcxp termbqp termdyc planpath termdfn planpath termaio methodeffort.  termcxk, termbec termadw contextfield â€œtermdtz termbyz termchhâ€.",termbec reviewsignal termbut termcon termadj termdvx termeal.  projectrecord termayj leaderprocess termdna termaux termaqo termdxu insightnetwork.,,,,,,,,,,Group 02,Unit 09,2024
45435.856296296297,Last0593,First0593,CID0593,PERSON_0593,First0593,Last0593,Grade 7,Mentor,Yes,"termbog/impactnetwork termdhg,termbtk/termajf,termako/termcqa","termdks & learnsummary,termalt termctu,termbhr termaxs/termaoo careerdialog","termdpc termdvx termagr termark termccm termavi,termcay effortapproach termadj effortpath futuredialog termccv,termdco termbhr contextgroup",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,"termcjc optionpath termdvx termagr termark termccm termbrx termdvf termbec futureview optionpath termdvx termbut effortapproach termagf focusdialog contextfield termbsh termavq termaxw termcis termbls termded termcwa termdvf termagm termdvx termbmd contextfield termcqj termbhr termcyv termddb termbev contextfield termcqj termbob termalt termctu. reasonsignal termcde, termbev termbec learnguide termdvx termdpa termadj termayz, termdjl, termbev focussummary termazy planapproach termbja termaqc termdyd, termbtm contextfield termbia termbev termblj-termcyh termbqc termdvf learngroup termafg termcty termcld contextfield valueapproach. termdto termaqo termdxu termbvw termaaw termaly leaderprocess termdxu termahp termdvx termdeh termcqj termalt termctu termbev termbhr termbbi termdfw, termbev termaly termdzd mentorprocess termdvx termagm termdvf effortapproach termaau (termbui termdzd termdss studychoice termbqz termdxi termeae resultmatch, termcuf changeprocess!) termbec termaoa leaderprocess termbkw termdvx termcdq termbev termeaa termake termbuq termbev termdvx planwindow termaam termalg termdvy termbev reportoutcome.","termbec futureview termdtr termdvx termagr termbet termalg termavq contextfield termduw termaxw termaly termdgn contextfield termcjh termcmr termdfx, termcbb, termbio termbfh termbia termcbn (termajd, termcsc, termbyd termctu, termebf.)",,,,,,,,,,Group 04,Unit 06,2024
45435.478032407409,Last0594,First0594,CID0594,PERSON_0594,First0594,Last0594,Grade 1,Mentor,Yes,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,termako/termcqa","termcsi termbkc,termdge futureprofile,learnapproach","termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,"termbec termaaa mentorprocess termdvx termbqp termbmd termdxu termdea termdkn termblb termbqz termccm termbev methodeffort termdbo logicbridge termdoa termbot termcrt termdmk termdvx reviewfield termaqc termakz. termbeo termbrg contextfield termaqc termafb termbrc, termbec termbut termbhx effortapproach termaml termatz contextfield termbfa futuredialog termais termbev termbsh termdvx termbqm termadj contextpath termaxn leaderprocess termaxv termdvx mentoranalysis termcph termbev termbkj termalg termcez termddb termaly goalapproach/termdyl. termbec termbut termamd termdfu termbqz termbec termbut termbaf termajf methodnetwork termbev termcdb termdvx insightpoint termbqz termdvx termcto termcjs termanz termcyv termddb.",,,,,,,,,,,Group 05,Unit 06,2024
45436.261192129627,Last0595,First0595,CID0595,PERSON_0595,First0595,Last0595,Grade 8,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,methodfield termagc","termanz optionmodel,termdzz termajf/skillmodel,learnapproach","termclr contextshare,termcay effortapproach termadj effortpath futuredialog termccv,termcay termdta-termahf termcyv termddb",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,"termbec termdmn termbrg effortapproach planroute, practicepoint termbev termdhy leaderprocess termazy termdvf termbxe termdfl termdvx termdwn termdpc termdvx detailthread termddb. termajp planfield termdvx termdch termdxu 25 effortpoint termaqo termddb termbla termalg termdmk termdiz termbxe termafg termdvf termczv termdvf termcqf termdvx mentoranalysis termdvx termcdn termbxe learnguide termdvx practicechoice termdkg effortapproach termcvm resultinsight skillframe termbas termaqo termcfx termamu.",termbec termbut termazl termdxu resultdialog termccm & termdbf termbrx/termahp termcyx termcda futureview termdtr effortapproach termahp termbqz termbki termbut termaaw termdvx termbzm termcgb :-),,,,,,,,,,Group 02,Unit 04,2024
45436.267766203702,Last0595,First0595,CID0595,PERSON_0595,First0595,Last0595,Grade 8,Mentee,,,,,,,,,,,Above,"termbtk / termajf,termczn termeas / reviewguide termaqk,effortframe / termduz","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termdwn termcqc methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup",Introvert,No preference,Structured / Process-driven / Logical,"termbec termaaa termdgn contextfield termdpi termdxu careerprofile, termbec termaaa termdgn contextfield termcna planpath methodeffort termafj termblo termdvx termdch termcqj termeaq studychoice termdpc termdxw termbdi termddb.",termcrj termbhr termbrb termdcx termbrg effortapproach termebb termaqo termafj,Group 02,Unit 04,2024
45436.324097222219,Last0596,First0596,CID0596,PERSON_0596,First0596,Last0596,Grade 1,Mentee,,,,,,,,,,,Above,"termczn termeas / reviewguide termaqk,effortframe / termduz,plansignal / changeapproach","termdks & learnsummary,termcsi termbkc,termalt termctu","termclr termdxu contextshare,termdxn termcyx,termdxn termdxu termbhr contextgroup",Introvert,No preference,Structured / Process-driven / Logical,termbec learnguide termark termcfj termdvx termdns planpath termadj impactchoice resultgroup termcqc termcqj termcwa termbev termaxn termbxe termbut termamd termdpy termdvx detailthread termbev termbsc termchh termalg termcqj futurethread termcyv termaqc termebr termbev termdpc termbec effortgroup termagr termdpy termdvx termawl termaee termaqo termcqj termcvn.,reasonchoice/effortapproach,Group 05,Unit 10,2024
45436.321944444448,Last0597,First0597,CID0597,PERSON_0597,First0597,Last0597,Grade 6,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,termako/termcqa","termalt termctu,termanz optionmodel,termdzz termajf/skillmodel","termarp optionmodel termbrc,termdco termcyx,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,termdvf effortapproach termebb termajp planfield termdvx termcto termdmk termbev termbse termaqc termbli. termdxu termaaw termafg termdvx termbfx planwindow termaam termbev termbpw termcez termaqc termahp termaly mentorprocess termdvx termamg.,,,,,,,,,,,Group 02,Unit 02,2024
45436.338645833333,Last0598,First0598,CID0598,PERSON_0598,First0598,Last0598,Grade 2,Mentee,,,,,,,,,,,Above,"termanh / termcnn,effortframe / termduz,reviewmatch optionmodel / termbwl","termdks & learnsummary,termalt termctu,termbhr termaxs/termaoo careerdialog","termdwn termcqc methodeffort futurefield termdhp,termarp effortapproach optionmodel termbrc,termcay termdta-termahf termcyv termddb",Extrovert,Extrovert,Structured / Process-driven / Logical,termbec termbut designprocess termdcd contextfield termark termbwl termcdn termbec termbut termbhb reviewshare termbrr termcqc termaqc termcdj termais. termddb termdsx termafn termdwm termdxu termcli termdvx termaxo termbqz termbec designprocess futuresystem termaqo valuepoint. termbec termcnf termdjn termaqc resultroute termaqo termbed termdxu termciv termbja termaqc termebr termbev termbhy termaqc termcnm effortframe termcwm termaly optionmatch. termbec learnguide termdvx termagr termdpy termdvx mentoranalysis termasz termcag termdvf termdvx termcez termdtl termbec termbgc logicmodel termdvx termamy effortapproach termdta- termahf termbev termdos termagg termaqo termaqc termbwl,termbec learnguide termdvx termbnn termdiz termbec termbgc careerprofile termbev impactinsight termbgi termcmr termaqc termccm termcsi. termbec learnguide termdvx termagr termdpy termdvx termcjs termdxu termbhr termbev futureview learnguide termavq termaxw termbgc termbfl termagm contextfield termaqc resultroute,Group 06,Unit 12,2024
45435.422118055554,Last0599,First0599,CID0599,PERSON_0599,First0599,Last0599,Grade 3,Mentee,,,,,,,,,,,Above,"termanh / termcnn,reviewmatch optionmodel / termbwl,methodfield termagc","termdks & learnsummary,termalt termctu,termbhr termaxs/termaoo careerdialog","termdwn termcqc methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termcay termdta-termahf termcyv termddb",Introvert,No preference,Structured / Process-driven / Logical,"termbec termbut termamd effortapproach termagg termaqo termddb leaderprocess termadk 2 termaph termbev termbec termbut planwindow termdvx termbvk termdzm termaqc termais termbev termcdj termbzq. termbec learnguide termdvx termagr termdpy termdvx termcjs termdxu termbhr termbwd termbev contextfield termbgs termdvx reviewfield reviewshare, termbec learnguide termdvx termagr termdpy termdvx termdfc effortapproach careerprofile termbqz termbgc termbfl termdxu termbbi termbwd termcva termcww.",,Group 03,Unit 01,2024
45436.353750000002,Last0237,First0237,CID0237,PERSON_0237,First0237,Last0237,Grade 7,Mentor,Yes,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termdks & learnsummary,termalt termctu,termbhr termaxs/termaoo careerdialog","termclr contextshare,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",1 mentee,Introvert,No preference,Creative / Explorer / Experimenter,"termaum termamd effortapproach termbrx contextfield termaqc termbgj, termbev termbmz termbfz termclu/termbla/contextshare termalg termdmk. termbec termaoa termdvx termbut termark termcph termahp termaxw termaly practiceroute, termagq termdvx termdwn termbev termcjs. termbec termcdb termaqc termdfw termapl termbna termbhs logicthread termbev termctu, resultchoice effortapproach termaha termaqo termbrb termbio effortapproach termdzc/termbhp termbhr termdqo leaderprocess termahp...",reasonchoice/effortapproach,,,,,,,,,,Group 05,Unit 06,2024
45436.388124999998,Last0006,First0006,CID0006,PERSON_0006,First0006,Last0006,Grade 5,Mentee,,,,,,,,,,,Above,"termbtk / termajf,termczn termeas / reviewguide termaqk,effortframe / termduz","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termcay effortapproach termadj effortpath futuredialog termccv,termdxn termcyx,termbhy termark practicepoint",Introvert,No preference,Structured / Process-driven / Logical,,,Group 04,Unit 02,2024
45436.407696759263,Last0602,First0602,CID0602,PERSON_0602,First0602,Last0602,Grade 3,Mentee,,,,,,,,,,,Above,"termbtk / termajf,effortframe / termduz,reviewmatch optionmodel / termbwl","termdks & learnsummary,termalt termctu,termdge futureprofile","termdpc termdvx termagr termark termccm termavi,termdwn termcqc methodeffort futurefield termdhp,termarp effortapproach optionmodel termbrc",Extrovert,Extrovert,Creative / Explorer / Experimenter,termbec learnguide termdvx termazn studychoice termbgi termdiz termbqz termbec termbgc termagr termaqo termbtf termdvx termdmk termbev termaqc termbwl.,,Group 03,Unit 08,2024
45436.418958333335,Last0603,First0603,CID0603,PERSON_0603,First0603,Last0603,Grade 3,Mentor,No preference,"termczn termeas/reviewguide termaqk,reviewmatch optionmodel/termbwl,plansignal/changeapproach","termdzz termajf/skillmodel,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termcay effortapproach termadj effortpath futuredialog termccv,termbhy termark practicepoint,termcay termdta-termahf termcyv termddb",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,termbec futureview termdmn termdvx termagr effortapproach termbrx termdvx termdch termdxu termbla termalg termdmk. termbec futureview termdmn termdvx termdch termcez termdsx termdcd termbev termcez termaou termbxd termdxu reviewmatch termcyv termddb. termbec futureview termbot optionpath termdvx termcto termavq termdco termbxd termaqc termaef termbev growthwindow termbkw termblb termbqz termdkg termbxe termdzx termdzd termbgp termaqo.,reasonchoice/effortapproach,,,,,,,,,,Group 04,Unit 03,2024
45436.423807870371,Last0604,First0604,CID0604,PERSON_0604,First0604,Last0604,Grade 7,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termdks & learnsummary,termalt termctu,termbhr termaxs/termaoo careerdialog","termclr contextshare,termarp optionmodel termbrc,termdco termcyx",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,termdxu termawj termaly termdvx termdco termanz contextfield termddk termceb; focusview learneffort termbkw termcmr termaqc termciy termchk termbev termdnc termbkw termdvx termcmo termdrh termaqo termdzc termcfk.,reasonchoice/effortapproach,,,,,,,,,,Group 06,Unit 01,2024
45436.440960648149,Last0168,First0168,CID0168,PERSON_0168,First0168,Last0168,Grade 7,Mentor,No preference,"termbog/impactnetwork termdhg,termbtk/termajf,termczn termeas/reviewguide termaqk","resultroute termdvr,termanz optionmodel,termdzz termajf/skillmodel","termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb,termbhy termark practicepoint",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,"termbec termaaa termcnt termalt termalg 18 effortpoint termaqo termbla mentoroutcome contextfield termdup termcny, termazn termbzq termbev termajf. termbec leadermatch termdzw learnrecord termapx practicenetwork reviewshare termbla termdvx termbrx termdqa termaix contextfield termaqc termdjs termcze termcdn termbec termdcd. termcne termdys termddb, termbec termdkj termdvx termagr effortapproach termahp contextfield termbgs termdvx mentoranalysis termdvx termaul learnoutcome termaqc termais termbev termazy planpath methodeffort futurefield termdhp. termbec termbut termapx methodchoice planpath termdki optionchoice termbev futureview termdmn termdvx termdch termalg termcqn termaxw termbgc termdyc.","termbec termaaa termbiq termdvx termcqn termdgn contextfield practicesummary termctu, practicesummary termbsi optionmodel, methoddialog termcbb, termdwr growthmatch, termavv termbsi optionmodel, termbhs termcch termalg termaat studychoice termbur methodsummary termaur.",,,,,,,,,,Group 06,Unit 10,2024
45436.464560185188,Last0353,First0353,CID0353,PERSON_0353,First0353,Last0353,Grade 2,Mentor,No preference,"termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch,plansignal/changeapproach","termalt termctu,resultroute termdvr,termdge futureprofile","termclr contextshare,termbhy termark practicepoint,termcay termdta-termahf termcyv termddb",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,termbec futureview optionpath termdvx termagr effortapproach termbrx termdiz termbec termbgc termcto methodeffort termddb termaxv contextfield termcqj termbhr termctu. termbec termadw termbyz termaly planfield termdvx growthwindow changesummary termbev termdhy termdmk termaxw planwindow termcne termayj. termbec termbut termamu effortthread contextfield termaqc termddb teamsystem teamchoice termbev termbpc termbyz termdvx termagr termark termbln termbla.,,,,,,,,,,,Group 03,Unit 03,2024
45436.46974537037,Last0353,First0353,CID0353,PERSON_0353,First0353,Last0353,Grade 2,Mentee,,,,,,,,,,,Above,"termbtk / termajf,practicewindow termcyx / termaud growthmatch,effortframe / termduz","termalt termctu,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termcfe termdxu termalt termcnb,termdxn termcyx,termdxn termdxu termbhr contextgroup",Introvert,No preference,Structured / Process-driven / Logical,termbec futureview optionpath termdvx termagr effortapproach termahp termakr termbec futureview optionpath termdvx termdwn termadj termcqc termbgb termdvx termcjs termdxu termbhr termbxd termddb. termbec termbiz termdfn planpath termanz termaxw termbut termawq termbja termbls termcwa termaly careerprocess termdbn termdvx termdxu termbhr termctu.  termbec termbut termamu effortthread contextfield termaqc termddb teamsystem teamchoice termbev termbpc termbyz termdvx termagr termark termbln termbla.,futureview optionpath termdvx termazn termalg termavq contextfield supportrecord termbev termcag,Group 03,Unit 03,2024
45436.49013888889,Last0601,First0601,CID0601,PERSON_0601,First0601,Last0601,Grade 7,Mentee,,,,,,,,,,,No preference,"termbtk / termajf,reviewmatch optionmodel / termbwl,plansignal / changeapproach","termalt termctu,resultroute termdvr,learnapproach","termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb,termdxn termcyx",Extrovert,No preference,Creative / Explorer / Experimenter,termaqc termbhz contextnetwork contextfield termaqc optiontrack termaly contextnetwork leaderprocess termdvr. termbec termadw termbqz termbec termbgc termdwn effortapproach termaml reviewrecord termcqc termdpc termdmk termafg careerdialog termbio termbut termazq termcqj futurethread. termbec termdow termdvx termdri termbev termcbv termdxu careerprofile.,,Group 05,Unit 08,2024
45436.506412037037,Last0605,First0605,CID0605,PERSON_0605,First0605,Last0605,Grade 8,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termdks & learnsummary,termalt termctu,termanz optionmodel","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,"termbec termain termadw contextfield careerdialog termake termbyr termbja teamsystem termbev termdxl.  termdvf effortapproach termbyr termbev learnsummary termalt, termbec termdjn reviewshare termbqp supportinsight termbev valuepoint.  termbec termdef termchh termdvx termdzd termcfp termbvv termbev termanf termavq studychoice termcqj termddb termeaq, termcuf termdfn planpath termbkw termdvf termdta.  termbec termbot termdef termchh termdvx impactprocess termdvx termaqc logicthread termaed termaqo termake termcsi termbev termddb termais.",termbec termdzm reviewshare termcfj termbev termdef termchh termdvx termalm termbrg effortapproach termagg termaqo reviewshare teamchoice termdvf termbec methodgroup termaju termaqc logicthread termbev termctu termaqo termake projectfield termbev termcrj termafj.,,,,,,,,,,Group 05,Unit 12,2024
45436.493993055556,Last0606,First0606,CID0606,PERSON_0606,First0606,Last0606,Grade 5,Mentor,No preference,"practicewindow termcyx/termaud growthmatch,effortframe/termduz,plansignal/changeapproach","termalt termctu,termdzz termajf/skillmodel,termbhr termaxs/termaoo careerdialog","termdwn methodeffort futurefield termdhp,termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,"termbec futureview optionpath termdvx termagr effortapproach termbrx termakr termbec termbmz termbsh termazy optionguide termbrb. termbec futureview optionpath termdvx termcun termark termbro termalg effortapproach termbhe termcdw, termbhr termasq, termctu focuspoint, termebf. termbec termbut termamd termalg termddb leaderprocess termcgr termdvx 14 effortpoint, termbev termdmn termbfz termdxu termbhr termeaq - termbev termbsh termdmk termalg termcqj termeaq.",,,,,,,,,,,Group 03,Unit 05,2024
45436.519849537035,Last0606,First0606,CID0606,PERSON_0606,First0606,Last0606,Grade 5,Mentee,,,,,,,,,,,No preference,"termbtk / termajf,reviewmatch optionmodel / termbwl,termako / termcqa","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termclr termdxu contextshare,termcfe termdxu termalt termcnb,termbhy termark practicepoint",Extrovert,No preference,Structured / Process-driven / Logical,termbec futureview optionpath termdvx termagr effortapproach termahp termdvf termbec termdjn reasonshare termaly termbfx termavq & termbov termdvx termdwn. termbec termdmn supportsignal termalg methodeffort termazy reasontopic termcqf. termbec termaoa termdvx termagr termbet termalg effortapproach termdtw termbro termbqz termbec futureview optionpath termdvx termdwn planpath termbqp supportinsight & valuepoint. termbev methodmatch effortapproach termdzc termazs/termaau contextfield termaqc resultroute.,,Group 03,Unit 05,2024
45436.535416666666,Last0607,First0607,CID0607,PERSON_0607,First0607,Last0607,Grade 8,Mentor,No preference,"termbtk/termajf,effortframe/termduz,reviewmatch optionmodel/termbwl","termalt termctu,termanz optionmodel,termdzz termajf/skillmodel","termarp optionmodel termbrc,termdco termbhr contextgroup,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,teamsystem termaly termark planfield practiceprocess termaqo termcjl termcyv termddb. termbec termadw termacu termazy termaqu termbut termaqc termapd termdvx termbut effortapproach termbrx termbev effortapproach termddl termbje termdvx termbut termdrs termcqc termcqj termbhr termbev termcjl termcyv termddb.,,,,,,,,,,,Group 02,Unit 01,2024
45436.339629629627,Last0608,First0608,CID0608,PERSON_0608,First0608,Last0608,Grade 2,Mentee,,,,,,,,,,,Above,"termczn termeas / reviewguide termaqk,practicewindow termcyx / termaud growthmatch,reviewmatch optionmodel / termbwl","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termcfe termdxu termalt termcnb,termdxn termcyx,termbhy termark practicepoint",Extrovert,No preference,Creative / Explorer / Experimenter,"termbec learnguide termdvx termagr effortapproach termahp termafl, termakr termbec goaldialog termbmz termdfn termcqc termdzc termary termdvx termabq termdxu termbwv termaqo termaqc termaef termdvf effortapproach termcsu. careersummary, termbec termdny termdvx termdfc termbev optiongroup termdab termcyx termalg termbas revieweffort termaqo termdxu termbkn termbrc termbev termclp termdvx methodmatch termcmg contextshare termbev termapf contextfield termcol termdvx termdup termcbn termbev termcgl. reportprocess focusmatch futuresystem, termbec learnguide termdvx reportthread effortapproach termcns termalg termavq termaxw termbgc termbvu/termdut studychoice termctu focusroute, termbgc termbse termapf studychoice termath termctu, termbev detailgroup termagm termarb leaderprocess termaqc mentorfield termbec termbut termbmv.",termbui termblo termdvx termbzm termbqp contextfield-growthrecord termbev studychoice termbzo.,Group 03,Unit 02,2024
45435.473946759259,Last0609,First0609,CID0609,PERSON_0609,First0609,Last0609,Grade 6,Mentee,,,,,,,,,,,Above,"termbog / impactnetwork termdhg,effortframe / termduz,reviewmatch optionmodel / termbwl","termcsi termbkc,termalt termctu,termbhr termaxs/termaoo careerdialog","termdwn termcqc methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdxn termcyx",Introvert,No preference,Creative / Explorer / Experimenter,termbec termaaa mentorprocess termdvx termagr termadj termava termcqc termdxu termdeh termbhs termctu termcne designroute termdiz practiceapproach reviewmatch termbwi termdvx termaga termalg termaqc logicthread termaqo termdmk.  termdpi termdxu careerprofile supportgroup termdxu mentorsystem termbev termcgp termaly effortapproach changeprofile.,,Group 02,Unit 09,2024
45436.590115740742,Last0610,First0610,CID0610,PERSON_0610,First0610,Last0610,Grade 5,,,,,,,,,,,,,,,,,,,,,Group 05,Unit 08,2024
45436.589594907404,Last0611,First0611,CID0611,PERSON_0611,First0611,Last0611,Grade 2,Mentee,,,,,,,,,,,Above,"termanh / termcnn,termczn termeas / reviewguide termaqk,effortframe / termduz","termdks & learnsummary,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termdwn termcqc methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup",Introvert,Introvert,Creative / Explorer / Experimenter,termaqp termaqo termbhr termbbi termbev reasonshare termafg termdiz futurepoint termczw termbwd termcyv termddb termbqz termeas termcqc termbyz termbgc termagr optionmatch. termbec learnguide termdvx termazn studychoice termbrg termadj termber termbev effortapproach impactprocess plansummary.,,Group 01,Unit 06,2024
45436.601469907408,Last0612,First0612,CID0612,PERSON_0612,First0612,Last0612,Grade 2,Mentee,,,,,,,,,,,Above,"practicewindow termcyx / termaud growthmatch,reviewmatch optionmodel / termbwl,termako / termcqa","termalt termctu,termbhr termaxs/termaoo careerdialog,termand mentormodel","termdwn termcqc methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup",Introvert,Extrovert,Structured / Process-driven / Logical,termbyz termaly termaqc termblq termaqo termdxu termbhr termbev careerframe learnguide termdvx termbep termaqc termaoq termbze termbzm termdzc termanz termbev termbga termdxu termcnb!!,"termals termayj termbut termcig termdvb termbfn termdvf practicerecord, termadp contextsystem termagm leaderprocess teamsystem termbqz termaly termaqc termbbi termbec futureview careerframe optionpath termdvx termcjx!",Group 06,Unit 11,2024
45436.591006944444,Last0610,First0610,CID0610,PERSON_0610,First0610,Last0610,Grade 5,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termdwn methodeffort futurefield termdhp,termdco termbhr contextgroup,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,"termbec learnguide termdvx termagr effortapproach termbrx termdvx termdch termdxu termdea termbev termbla contextfield careerdialog termclg termalt termctu termbhl termbev termbed termbhr termcwm changegroup termake termcmg termbyr termdxp. termdxu termcgk termaly termdvx termcmo effortapproach focusguide termbev termamw termbzq termcdn termaqc termahp careerpoint termbnf termdvx methodprocess termdvy, termbmq termcag, termbev termdco termcqj termcnb. termbec termebn termdvx termbse termclg focuspoint, termdzu termalt logicthread, termbev termdnc logicgroup contextfield termaqc termahp. termduv termbvv, termbec termcdb termdvx insightprocess termdvx termcqj termcww termeae termdvf termdxu practicerecord termbut termcpd termbev termdfl termdvx insightprocess termdvx termdxu termcww. termcgm, learngroup termcxp termacu insightprocess termdvx termaqc termcww termbev termbob logicthread termaqo termddb termbev termccm.",termcpr termbxp resultprofile.,,,,,,,,,,Group 05,Unit 08,2024
45433.31040509259,Last0613,First0613,CID0613,PERSON_0613,First0613,Last0613,Grade 2,Mentee,,,,,,,,,,,Above,"termczn termeas / reviewguide termaqk,effortframe / termduz,plansignal / changeapproach","termalt termctu,resultroute termdvr,termdge futureprofile","termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup",Introvert,Extrovert,Creative / Explorer / Experimenter,"termdvf termccm termahp, termbec termdef termcva effortapproach termbrx termdvx termbse termbla termbev termdea termalg termaqc termcrj termbrc.  termaqc termbrx termbqz futureview termagr effortapproach termawb termbzy leaderprocess termagm termcxp termagr effortapproach growthrecord termaxw termdsx termamd contextfield termcns detailsummary termawd termbev termaly termbeo termark logictopic termdsv.   termdvf effortapproach termahp, termbec termcdb termbec termbse effortapproach termdfn termbla leaderprocess termdxu termbrx termbev termdfc effortapproach termawb termcns leaderprocess termcrj termarw.","termbec termbut effortapproach reviewroute termaqo termbla termdvf effortapproach termddb termddu, termdiz termbec termdhh termdxu termbrx termdvx termagr termbbg contextfield termaqc termchk termdvf effortapproach termbrx.",Group 02,Unit 09,2024
